identifier;max volume(M.m3/year);source volume(M.m3/year);real volume(M.m3/year)
Plant #BE200206B;974.809;942.007;927.6312663899998
Module #XC100621X;40.767;39.495;39.142086920000004
Plant #PD200134E;563.626;537.632;530.0667282100001
Unit #LN000208Z;10.597;9.385;9.284486650000002
Plant #FM200323H;294.231;281.638;277.62822472
Plant #KW300231L;5825.898;5382.123;5164.529318880001
Plant #SP200149K;224.143;202.165;200.20214033000002
Facility complex #VW400006S;6884.457;6215.412;5951.4275103400005
Plant #EG200328Y;1071.119;938.472;917.18636368
Unit #YZ001113P;4.577;4.073;4.038216579999999
Plant #WN200693Y;539.497;488.146;481.4095235799999
Plant #OO300238N;5890.048;5357.921;5160.9061477000005
Plant #TT200140B;266.439;247.305;244.26668751999998
Plant #PE300060N;1326.085;1322.629;1284.3260358000002
Unit #RY001431L;2.502;2.352;2.3323372800000004
Module #ER100940G;77.919;66.604;65.96748781999999
Module #NI100518T;103.79;100.752;99.77168702
Module #UR100521Q;95.511;94.977;94.03162331
Plant #OB300288E;5352.085;4923.336;4715.549172
Plant #SL200369Y;656.673;593.914;583.33379452
Plant #LA200642J;1099.215;1062.854;1037.89161752
Module #KK100881X;101.274;97.776;96.76816268
Plant #BG200602N;220.972;197.834;195.33058116
Module #IJ100835G;77.845;74.372;73.64099972
Module #AB100295M;108.991;102.448;101.47877889
Module #TY100973S;93.649;92.529;91.71541315
Module #VT100360C;76.8;72.779;72.04831752
Module #UQ100783V;106.318;103.681;102.64727169000001
Unit #UI000076H;10.831;10.079;9.98415661
Plant #HM200722Y;1014.806;1010.453;991.98355876
Module #KS100423F;101.129;100.185;99.26687396
Module #WY100868C;101.33;86.424;85.65632824000001
Module #HE100169A;80.144;73.419;72.74575806000001
Module #JJ100762N;76.654;67.972;67.36977156
Module #QI100848C;107.875;103.817;102.76948522
Unit #YQ001129B;5.622;5.576;5.5155004000000005
Facility complex #DN400039J;5695.012;5585.317;5363.12966296
Plant #XF200360Z;376.487;374.698;370.14174841999994
Unit #SF000687Y;5.583;5.318;5.271095239999999
Plant #PI300156H;1883.791;1619.438;1592.76062913
Plant #EB200136R;682.676;613.087;603.2238048600001
Plant #RH200545F;485.716;456.683;448.62462952000004
Module #EQ100725V;57.261;51.107;50.600708510000004
Plant #CH300289Q;5304.892;4671.445;4548.473441000001
Plant #WG300033E;1129.579;630.948;621.22920088
Module #FK100271T;103.72;101.153;100.18765450000001
Plant #WP300143S;3726.798;3529.681;3442.40130783
Unit #VD000264G;1.301;0.777;0.7698982200000001
Module #NM100764Y;16.971;16.075;15.939487749999998
Plant #VS200141F;1098.886;1088.641;1057.03960967
Module #AN101170S;45.022;38.977;38.60464285
Unit #SG001026J;5.392;5.367;5.31193458
Facility complex #WV400000Y;6755.845;6306.826;6072.602548600001
Module #WS100856P;100.876;94.659;93.69710554
Plant #PI300010Y;5681.522;5238.93;5097.066121679999
Plant #HX300068H;2911.639;2656.676;2606.7617951400002
Plant #IJ200071C;621.835;617.359;607.71145753
Unit #ET000887C;3.617;3.228;3.19726944
Plant #NS300291P;7918.393;7167.941;6927.743406840001
Module #PZ100822A;71.843;69.615;68.92938227
Module #OC100328W;73.523;67.887;67.20722735
Plant #WN200368X;982.035;969.716;945.66833719
Facility complex #BQ400037J;6671.859;6439.524;6173.29411766
Plant #EG200780D;966.993;961.534;943.82797764
Plant #BF300126E;1219.876;756.586;741.5571758
Plant #IB300022P;1234.914;208.383;205.56576762
Plant #EP300306Z;1370.712;1220.505;1200.0350864600002
Module #QV100938J;92.977;86.793;85.96481524
Module #CR100434O;83.274;76.613;75.86758011
Plant #GT200137E;126.062;122.92;121.68268506000001
Module #AQ100869N;12.906;9.501;9.39781914
Plant #VE200625N;201.91;201.838;198.37238915
Facility complex #AL400026K;17065.7;15552.533;14886.56685639
Plant #TU200233Q;440.404;398.729;393.69141260000004
Module #DK100324U;78.339;73.689;72.94683633
Plant #TG300224C;1259.523;609.147;601.0585929499999
Module #JE100023Q;91.894;90.07;89.19588243
Plant #HC200398Q;335.275;317.265;313.46535416
Unit #CZ001597J;6.436;6.116;6.059365840000001
Plant #IM200743S;849.383;742.752;721.13039637
Plant #NA200384D;615.641;609.764;599.9759274
Unit #RU000776C;4.472;4.167;4.12478829
Plant #AX200579L;225.752;214.436;211.86843202
Plant #TR200508B;706.59;602.37;590.32640763
Plant #LO200019X;632.726;552.339;545.14076621
Module #JS100977C;82.167;73.159;71.96504512
Plant #QY300073J;1231.426;196.285;194.38269640999997
Plant #LM200654M;876.251;831.832;819.50810012
Module #TF101003R;90.012;87.527;86.71918746
Plant #SI200332B;221.314;198.0;195.54421601
Plant #YG200016N;112.222;76.565;75.78995445000001
Unit #KT001351Y;1.882;1.763;1.74824369
Plant #OM200796R;194.092;172.487;170.29549046999998
Plant #DM200260I;425.286;400.117;394.26721571999997
Plant #DR300032E;1245.572;1036.733;1019.7030387899999
Plant #WB300089X;1193.01;338.556;334.06732335
Plant #FG200097L;360.671;348.893;343.53876972
Module #FJ101230Z;96.874;93.392;92.43361758
Module #KU100943A;95.904;91.674;90.76828502000001
Plant #WF300077X;1295.244;1140.096;1118.84269362
Plant #DZ200787L;933.536;929.657;904.11516621
Module #VK101104H;68.632;67.425;66.80797939000001
Plant #WE200278H;878.066;750.885;738.2303800400001
Plant #SP200261G;767.629;684.912;671.5982001499999
Module #UZ100289S;92.724;83.422;82.65946372
Plant #FN200803W;773.59;742.186;730.54352232
Plant #XL300182D;6662.291;6068.503;5899.507605939998
Module #TS101083S;55.738;47.517;47.04304584999999
Plant #GS200212H;109.328;61.318;60.68960455999999
Module #KK101070S;93.444;90.568;89.75379305999999
Plant #KT300017I;1105.948;992.149;976.88219119
Plant #RD300267R;6874.57;6165.177;5999.888636920001
Unit #RK000021L;6.016;5.947;5.885686429999999
Module #CR100032Q;106.653;105.668;104.60260359000002
Unit #ON000304A;5.867;5.436;5.3885437199999995
Plant #OJ300210D;3970.227;3488.652;3400.9544403200002
Plant #RP200334K;835.197;772.237;759.12511956
Module #IP100251D;96.699;89.299;88.43038814999998
Module #WJ100255G;85.257;83.588;82.82360377
Plant #PI300053M;1234.307;886.39;873.53829926
Plant #CO200458S;597.352;518.55;511.00937029
Module #CP101033S;64.388;61.477;60.89514964999999
Module #QE100071X;52.237;48.939;48.47554941
Module #KS100800A;101.765;100.837;99.52221466
Plant #VB200582M;164.468;159.079;157.50700324
Plant #EN300104K;1138.554;805.71;793.71505815
Plant #GR300112F;5549.146;5279.043;5048.57728366
Unit #JT000326N;4.126;3.86;3.8180804
Module #NN100140I;108.964;106.572;105.09328116
Unit #NY000804Z;10.649;9.41;9.317217399999999
Module #CB100229G;38.523;36.682;36.3298528
Facility complex #CO400022N;8643.179;8404.36;8072.761404860001
Unit #OQ001468J;2.865;2.578;2.5559581
Module #HL100895V;94.661;89.628;88.81647912
Unit #JQ000939R;6.536;5.823;5.760519210000001
Plant #XP200307B;158.813;154.209;152.71250605
Unit #OU000531X;9.743;9.402;9.305253420000001
Plant #SY200241X;834.784;768.592;756.3559649499999
Plant #UT200590I;758.953;708.001;695.4357026600001
Plant #FG200281Y;940.03;897.877;880.89026851
Module #HA101164B;53.595;47.291;46.85398972000001
Plant #JT300048Y;4471.843;4061.349;3940.36873967
Plant #OK300094O;1230.559;97.505;96.62747809000001
Module #PW100442O;52.731;52.716;52.20153104
Plant #PX200108X;322.168;308.414;304.49649945
Plant #KP300192B;2234.731;2088.478;2044.93591414
Plant #OA200661C;457.996;418.686;413.00382831
Module #EA100213Y;34.047;33.706;33.36266704
Module #WZ101136Q;53.819;49.82;49.40806602
Module #QP100803O;104.654;97.737;96.73244754000001
Plant #HQ300105A;7656.777;7566.603;7314.07392776
Module #SD100712J;77.117;75.32;74.56548974
Plant #VI200207D;200.736;184.478;182.73744225000002
Plant #OB300264Z;1106.488;236.433;233.53063708000002
Module #QD100766D;93.01;91.36;90.45941611
Facility complex #JH400032G;2279.872;1854.083;1803.9324072499999
Plant #RA200059Q;417.82;361.307;357.13525438
Plant #OT200632J;914.006;913.17;886.47904987
Plant #ZK200472V;635.277;588.003;579.9197978799999
Module #KT100597O;85.763;85.2;84.3689632
Facility complex #GE400027Z;3179.754;2896.232;2819.81040391
Plant #DB200058M;271.136;253.525;250.30679078
Unit #NF000087U;7.346;7.309;7.23729871
Module #UT101175K;68.322;64.007;63.411816009999995
Unit #KQ000452P;3.2;3.114;3.0840433199999997
Module #CH101080F;100.949;92.191;91.3840595
Module #ZB100017L;100.452;98.567;97.64841571999999
Module #OY100642T;105.27;103.476;102.51441986
Plant #LW300002H;1136.063;398.314;393.07023016000005
Unit #OQ000606R;3.656;3.653;3.6135110699999995
Module #BZ100336N;106.096;102.926;101.49932636000001
Plant #FC300030Q;2062.949;2035.742;1988.7958738200002
Plant #DT200039W;346.062;294.898;291.25367364
Module #YM100193S;87.018;86.187;85.39570147
Module #TD100435K;73.291;68.923;68.33557056000001
Plant #PZ200093H;626.883;579.708;571.2867289400001
Plant #LA200037S;945.977;806.675;792.32536318
Unit #HP001017N;1.211;1.119;1.1097570600000002
Module #GL100562K;47.238;43.125;42.753064079999994
Module #YN100464H;78.193;73.116;72.43572866
Plant #XI200430Z;339.361;309.189;305.4922514
Unit #QP001557M;5.556;5.257;5.20043468
Module #AW101048J;104.422;104.238;103.24686788999999
Plant #DY200407V;121.846;91.958;91.12091584
Unit #MH001144U;2.268;2.165;2.14376135
Plant #VA200776I;631.365;582.076;570.54750241
Plant #ES300283H;1548.134;1463.425;1426.32075726
Module #IR100244R;55.39;54.616;54.10509527999999
Plant #PL200734Q;1008.425;1003.075;985.60066481
Unit #KR001099E;2.357;2.034;2.01561264
Plant #RW200330A;850.554;777.258;763.2295375099999
Plant #LY300302B;7447.576;7166.353;6941.429523950002
Plant #NH200747D;127.499;126.596;125.41169274
Plant #HS200801P;212.386;190.104;187.77251483
Module #DQ100706N;91.458;90.128;89.33385484
Plant #PQ200546E;964.926;958.509;940.1756490299999
Plant #AU200231W;910.956;862.899;840.9156887299999
Plant #RT300164B;1108.645;144.034;142.65729158999997
Plant #ZO200201G;386.19;380.095;375.22833099
Plant #GL300056V;5531.351;5365.964;5162.2628044699995
Unit #RR000520I;2.59;2.201;2.18090487
Unit #GK000493G;1.753;1.519;1.50273151
Plant #YU200178J;1056.168;1052.025;1032.6947377
Module #NR100345Q;102.657;97.224;96.30188962
Module #UI100026O;94.195;87.433;86.52026806
Module #AP100693S;87.539;79.471;78.75310046999999
Plant #YL200257Y;252.029;241.925;238.82344701
Plant #OV200001A;726.254;663.087;651.8066363
Plant #NI300012Q;1688.293;1595.147;1559.31126622
Plant #ZH300115I;9277.526;9184.998;8870.4190106
Plant #OF200225I;124.4;100.573;99.36684466999999
Module #OE100294Y;69.347;65.719;65.06119905
Unit #IE000482S;3.556;3.249;3.22148097
Module #LU100920G;71.316;60.956;60.37249438999999
Plant #FS300006I;1145.738;832.789;818.8604057199999
Unit #FD000504Z;6.729;6.346;6.28780718
Unit #IT001095U;7.28;6.313;6.25473101
Module #TU101227J;104.039;101.917;100.48952582000001
Facility complex #MS400043P;5550.785;4926.621;4716.62757351
Plant #RL300037C;1804.967;1628.839;1591.43733851
Plant #JG300183V;1261.949;423.443;418.00747644
Plant #XU200414Y;739.073;665.875;654.10857457
Plant #YQ300315B;4368.828;3894.586;3789.60213404
Unit #XE000509R;6.7;6.209;6.155292150000001
Module #JI100557B;58.717;56.162;55.605403640000006
Module #WH100781J;104.523;97.111;96.21530019000001
Module #JF100956A;72.629;69.458;68.84892205
Module #OK100099L;92.851;81.67;80.88422553
Plant #CL200564E;512.146;506.774;500.10105401000004
Plant #YV200400W;277.539;268.941;264.94415678
Plant #EI300011T;1377.976;1312.301;1280.0312623599998
Plant #FK200314H;747.545;743.354;730.7208619400001
Plant #JA200502Q;380.519;376.042;371.22493212
Plant #TN200549M;128.371;62.075;61.45872265
Unit #VK001576D;5.135;5.114;5.070888979999999
Module #MN101181E;106.796;97.142;96.20290224
Facility complex #NS400044L;6697.368;5784.357;5558.073975509999
Plant #ZU200100B;238.377;213.548;211.62567595999997
Plant #MF200401X;253.057;227.593;224.88409204
Module #JV100333T;71.279;62.435;61.86231354999999
Plant #PF200481W;127.095;101.013;100.00985990999999
Unit #TM000834K;4.951;4.867;4.824316410000001
Plant #JR200324I;121.663;89.032;88.12068085
Module #HY100942S;80.594;77.038;76.30119558
Module #NE100196T;74.472;68.242;67.62494608
Plant #MI300163F;1111.536;700.023;689.21504784
Facility complex #PF400042K;2292.29;1678.97;1638.2567016600003
Plant #AF300000M;4037.642;3914.45;3821.7438436500006
Unit #AW001204H;4.675;4.453;4.41492685
Plant #ZX200580P;275.683;238.434;236.22189924
Unit #SQ001486Q;10.737;10.557;10.461353579999999
Module #TL100309I;71.377;67.742;67.10996714
Unit #XC000879C;1.101;1.066;1.0563846799999999
Facility complex #UO400029A;4482.156;4223.54;4107.803238619999
Module #PZ101172R;91.636;89.579;88.45984404
Plant #DI200237M;599.024;577.127;568.04678358
Plant #FL300134D;5586.83;5048.303;4855.833040799999
Plant #HE200511Q;254.359;230.231;227.2016504
Module #BW100283X;108.134;105.164;103.68013595999999
Plant #DQ200575L;219.002;198.573;195.94685225
Unit #JL001239X;2.147;1.958;1.9387332800000001
Plant #VT200381I;116.874;74.086;73.39586525
Unit #GJ001050J;7.425;7.405;7.33887335
Unit #WR001222P;4.476;3.848;3.80867344
Module #NF100252F;97.836;93.879;92.97364242
Plant #NA300232G;1825.262;1695.25;1664.8791744800003
Plant #IO200812M;478.851;471.488;464.85646277999996
Unit #AQ000847V;10.586;10.049;9.96247811
Plant #FN300249S;2719.636;2416.091;2355.8393915499996
Module #YB100450V;91.51;88.403;87.49088376000002
Module #CC100350N;102.586;102.184;101.24164903
Unit #BE000209Y;1.194;1.151;1.13836202
Plant #UN200118U;248.999;238.41;235.75279865000002
Unit #KQ000731I;8.636;7.533;7.451266950000001
Plant #IF200572P;929.672;859.185;835.2717711500001
Plant #UD300215N;1165.758;609.518;599.2446083099999
Plant #SG200370G;985.244;976.463;960.18663327
Plant #AW300113V;2711.797;2309.189;2267.367904
Module #UE100998N;94.945;89.647;88.75389616000001
Plant #SW300066D;1216.764;770.567;758.23278855
Unit #OV000928K;6.749;6.331;6.26148562
Unit #XI000983W;6.357;5.89;5.8368722
Plant #RY200160B;363.782;336.523;332.07303106
Plant #DV300245L;1889.592;1752.913;1714.11427867
Plant #JA200383F;1006.258;991.481;964.36233198
Plant #OH200541I;126.295;112.604;111.20774828
Module #BE101077N;105.994;102.202;101.20756714
Module #YF100771M;87.406;74.921;74.21089642000001
Plant #OD300178F;2832.767;2710.139;2653.469195710001
Unit #VU001627S;1.339;1.327;1.31326555
Unit #ZE000185V;3.67;3.647;3.6148699300000002
Plant #MP200219J;914.088;894.078;879.9913738299999
Module #RY100985D;105.177;94.3;93.34282352000001
Module #DL100588H;82.324;71.696;70.95928259
Plant #ZJ200514A;180.324;162.669;161.06617763000003
Module #SS100097G;101.342;100.298;99.3461408
Unit #BR000300M;4.794;4.267;4.2231352399999995
Unit #DF001318N;7.241;6.796;6.72307892
Module #GO100197D;93.437;85.178;84.3800894
Module #BT100500G;95.818;85.528;84.67597526
Unit #DF001573H;7.469;6.35;6.2849759999999995
Module #GT100181Z;13.218;11.291;11.179444920000002
Module #MW100326C;108.952;103.594;102.54368281999999
Module #KE100957E;43.324;38.846;38.5216359
Module #BX100264W;104.711;95.087;94.22199904
Module #TC101086Z;70.712;62.632;62.06910645999999
Module #WP101167C;64.255;56.426;55.90871043999999
Plant #YN200319M;725.203;636.004;623.96310546
Unit #CG000576J;1.149;1.119;1.1095780199999998
Plant #EB200771D;526.717;491.082;484.62713243
Plant #MY200333N;210.646;209.637;207.16567536999997
Plant #YK300051M;1231.531;1198.539;1176.48174858
Plant #ZV200479B;1066.54;1065.293;1032.9784942800002
Module #VW100493A;98.077;97.647;96.66148445
Plant #FS200348Y;921.201;809.877;794.60459488
Plant #LU300229B;1235.546;627.753;618.15034386
Plant #PV300320R;2534.997;2492.548;2429.77063031
Unit #EV001233G;4.733;4.579;4.5409943
Module #TO100401T;106.995;105.895;104.91469264999999
Module #UZ100655A;34.204;31.732;31.43587051
Plant #YF200641F;889.496;870.697;844.73801288
Plant #MX200079B;786.96;697.883;687.66599517
Module #PT100154K;94.007;87.796;86.98129838000001
Module #QW101176M;88.192;83.301;82.49762902
Module #YD100641Z;103.563;93.904;93.10418497
Plant #GX300036E;1144.934;806.768;791.44309256
Plant #TG200475I;144.95;123.545;122.39391086
Module #EB101093J;81.625;73.236;72.57119982
Unit #DI001477M;5.62;5.021;4.973300500000001
Plant #JP300116I;3420.096;3053.97;2984.0923059300003
Module #EP100334Q;21.178;18.245;18.09776285
Plant #LF200234O;788.685;752.268;739.2614227299998
Module #LH100885W;91.611;89.795;88.8954608
Plant #CG300007Z;1152.765;1008.015;991.40012064
Plant #LF200561U;110.739;46.204;45.771896049999995
Unit #PH000922J;2.477;2.315;2.29270655
Module #ZW100636P;12.726;12.486;12.379744140000001
Plant #YW300235X;6715.98;6041.483;5817.723197279999
Module #KC100983B;104.758;100.334;99.40258582999999
Unit #SU000695M;6.41;5.69;5.6284911
Plant #OL200623K;794.057;685.74;672.22611198
Module #XN100223S;94.409;94.327;93.50455123
Plant #YK200113G;113.942;92.94;92.06212572
Unit #YR000568V;1.174;0.57;0.5639751
Unit #FS001501D;7.49;7.272;7.19651664
Plant #RT200131S;899.032;821.879;809.0871526499999
Module #GP100112E;97.713;93.227;92.38783455
Plant #GX200245C;209.763;208.08;205.39961136
Plant #QV300131Q;7841.186;6932.272;6685.24788752
Plant #LS200438R;128.861;74.977;74.27388778
Plant #ON200599F;212.388;189.503;187.63104251
Plant #LL200005Y;183.403;163.224;161.045073
Plant #ET200492T;999.731;919.262;903.2366277799999
Unit #XP000857I;9.335;8.537;8.443861329999999
Plant #AT200193G;236.915;210.467;207.78666665999998
Plant #XH300096D;2947.693;2826.901;2756.60696127
Plant #LD200752R;822.52;797.124;784.48281185
Module #PR101148F;58.585;52.386;51.90879491
Unit #OR001029S;5.729;5.578;5.533208660000001
Module #XS100893F;103.86;96.772;95.27880803999999
Module #AE100708Q;103.079;100.522;99.56836838
Plant #ZV300111M;1838.522;1647.732;1608.75705104
Plant #YI200299M;116.464;65.314;64.66602246
Module #XL101045V;59.167;57.752;57.181058279999995
Module #QV101159T;65.19;63.934;63.318315580000004
Unit #HW001386W;4.749;4.066;4.0245268
Unit #KZ001277C;6.657;6.109;6.042411899999999
Unit #CV000757Q;7.758;7.547;7.481642979999999
Unit #QZ001634B;10.072;9.816;9.734429039999998
Plant #MD200125Z;386.34;334.233;328.17740926
Plant #WL300241H;1827.84;1654.142;1616.36760912
Unit #QI000251B;7.147;6.167;6.11599891
Plant #LI200563E;122.806;112.945;111.77542023000001
Module #MF100079U;93.13;82.921;82.09366108
Unit #HD000280F;7.654;6.531;6.47444154
Unit #IV000095J;7.702;7.627;7.55515366
Facility complex #VW400075R;9989.859;9797.947;9464.429119929997
Unit #PR001556A;9.247;8.958;8.88114036
Module #DB100114L;107.954;104.528;103.56079605999999
Plant #KO300280K;1169.639;202.916;200.40840667
Plant #IJ200509W;547.214;528.826;519.90898257
Module #VF101226D;45.927;44.305;43.88947368
Module #TX100457R;106.88;105.737;104.32768761000001
Unit #JE000799S;5.013;4.787;4.73448661
Module #SH100476X;96.63;90.4;89.26063990000002
Plant #FT300136P;1106.134;854.97;834.91498526
Plant #YO300296V;2487.957;2443.421;2374.57596411
Plant #TM200265S;723.454;700.674;688.88793256
Module #AD101195V;93.543;89.847;89.06553629
Unit #YU001422U;3.266;2.939;2.9139597200000003
Unit #YX000321I;9.085;7.938;7.853539680000001
Plant #GK300152O;3452.396;3158.666;3070.15194709
Module #HT100168Y;99.363;96.413;95.46753722
Facility complex #ZB400056Q;65661.934;65661.933;62530.447006049995
Module #OQ100219B;90.407;83.267;82.47329098
Module #AH100267D;89.534;87.331;86.23790143
Plant #BR200567K;862.302;751.402;738.5929252
Module #TT100035I;109.419;96.16;95.25875113000001
Plant #CV300319C;1278.85;820.706;807.1176882899999
